snapshot_id,product_id,warehouse_id,snapshot_date,quantity_on_hand,quantity_reserved,quantity_available,reorder_point,reorder_quantity,supplier_id,last_received_date,unit_cost
snap_006923,prod_4616,wh_001,2025-09-03,235,38,197,71,59,supp_002,2025-09-01,568.12
snap_006924,prod_9157,wh_002,2025-08-20,310,8,302,96,51,supp_005,2025-07-27,531.09
snap_006925,prod_8667,wh_003,2025-08-30,316,29,287,82,149,supp_003,2025-09-02,410.81
snap_006926,prod_4133,wh_004,2025-08-31,189,19,170,67,94,supp_004,2025-09-15,252.81
snap_006927,prod_2510,wh_005,2025-08-28,460,26,434,93,184,supp_004,2025-08-27,628.25
snap_006928,prod_3502,wh_004,2025-08-31,208,0,208,58,144,supp_004,2025-07-26,583.78
snap_006929,prod_2210,wh_004,2025-08-24,261,34,227,57,117,supp_002,2025-07-31,608.2
snap_006930,prod_7847,wh_001,2025-09-04,297,2,295,88,182,supp_005,2025-09-15,775.72
snap_006931,prod_2132,wh_004,2025-09-05,464,24,440,52,90,supp_001,2025-09-07,647.09
snap_006932,prod_6019,wh_004,2025-09-06,322,25,297,53,185,supp_003,2025-07-28,207.1
snap_006933,prod_9245,wh_004,2025-09-15,102,17,85,42,156,supp_004,2025-09-06,71.43
snap_006934,prod_6062,wh_001,2025-08-31,179,37,142,91,128,supp_005,2025-08-12,10.68
snap_006935,prod_2494,wh_002,2025-09-03,101,9,92,25,181,supp_001,2025-07-18,445.04
snap_006936,prod_3250,wh_003,2025-08-20,361,41,320,25,147,supp_004,2025-07-18,106.01
snap_006937,prod_1465,wh_002,2025-09-05,403,2,401,12,151,supp_003,2025-09-02,275.28
snap_006938,prod_1739,wh_001,2025-09-04,12,19,0,24,162,supp_003,2025-09-15,33.51
snap_006939,prod_6127,wh_001,2025-08-22,361,35,326,66,152,supp_001,2025-07-26,359.63
snap_006940,prod_7863,wh_003,2025-09-13,474,10,464,94,98,supp_004,2025-09-01,142.35
snap_006941,prod_9570,wh_004,2025-09-03,137,9,128,89,162,supp_003,2025-08-04,605.56
snap_006942,prod_3765,wh_001,2025-09-11,241,11,230,85,52,supp_003,2025-08-23,659.56
snap_006943,prod_2977,wh_002,2025-08-17,431,31,400,89,90,supp_003,2025-07-28,457.66
snap_006944,prod_1157,wh_001,2025-09-08,287,41,246,52,71,supp_002,2025-08-13,250.66
snap_006945,prod_2646,wh_005,2025-08-28,412,29,383,68,198,supp_004,2025-09-07,517.94
snap_006946,prod_4286,wh_003,2025-09-07,112,32,80,76,175,supp_003,2025-08-13,278.5
snap_006947,prod_8056,wh_002,2025-08-20,242,29,213,12,125,supp_001,2025-08-26,15.91
snap_006948,prod_4986,wh_002,2025-08-29,390,37,353,13,73,supp_001,2025-07-30,608.08
snap_006949,prod_8837,wh_005,2025-08-24,366,33,333,73,61,supp_001,2025-08-30,572.01
snap_006950,prod_5327,wh_004,2025-09-01,479,20,459,92,149,supp_001,2025-08-08,583.67
snap_006951,prod_2117,wh_005,2025-09-14,416,7,409,74,65,supp_005,2025-08-31,97.95
snap_006952,prod_4524,wh_005,2025-08-19,241,14,227,25,120,supp_003,2025-07-29,143.91
snap_006953,prod_2714,wh_004,2025-09-01,130,15,115,88,143,supp_001,2025-09-12,442.62
snap_006954,prod_6880,wh_001,2025-08-20,292,34,258,92,121,supp_001,2025-08-26,315.94
snap_006955,prod_6811,wh_004,2025-09-05,442,34,408,80,163,supp_005,2025-08-03,462.55
snap_006956,prod_9443,wh_001,2025-09-07,377,45,332,92,91,supp_003,2025-08-27,523.78
snap_006957,prod_9191,wh_002,2025-09-12,76,40,36,51,82,supp_005,2025-07-30,649.42
snap_006958,prod_8195,wh_004,2025-08-24,399,13,386,56,196,supp_001,2025-07-21,18.56
snap_006959,prod_6174,wh_002,2025-09-06,76,38,38,88,130,supp_003,2025-09-09,512.98
snap_006960,prod_8865,wh_001,2025-09-06,320,33,287,36,174,supp_002,2025-09-05,559.58
snap_006961,prod_7898,wh_002,2025-08-22,84,46,38,37,103,supp_005,2025-09-13,280.29
snap_006962,prod_9591,wh_005,2025-09-11,254,18,236,49,189,supp_002,2025-07-26,56.73
snap_006963,prod_6390,wh_005,2025-08-21,270,0,270,21,179,supp_004,2025-09-04,132.67
snap_006964,prod_3352,wh_003,2025-09-07,317,11,306,56,95,supp_002,2025-08-02,250.26
snap_006965,prod_6313,wh_001,2025-09-14,432,38,394,28,198,supp_004,2025-08-19,163.74
snap_006966,prod_8552,wh_003,2025-08-17,295,6,289,62,148,supp_002,2025-08-13,579.19
snap_006967,prod_2830,wh_001,2025-09-15,223,38,185,67,85,supp_003,2025-08-10,566.53
snap_006968,prod_8871,wh_003,2025-09-06,116,23,93,87,72,supp_003,2025-08-04,759.88
snap_006969,prod_4608,wh_004,2025-08-25,182,31,151,43,187,supp_003,2025-07-24,83.39
snap_006970,prod_6359,wh_005,2025-09-15,433,44,389,35,55,supp_004,2025-08-22,16.42
snap_006971,prod_1431,wh_003,2025-09-02,258,5,253,66,51,supp_001,2025-08-16,466.35
snap_006972,prod_2567,wh_001,2025-08-29,31,18,13,48,137,supp_005,2025-08-10,216.76
snap_006973,prod_2336,wh_004,2025-08-22,490,39,451,79,76,supp_003,2025-09-01,537.68
snap_006974,prod_6021,wh_001,2025-08-26,358,50,308,62,99,supp_001,2025-07-19,60.01
snap_006975,prod_6126,wh_005,2025-08-21,408,32,376,44,84,supp_005,2025-09-15,271.45
snap_006976,prod_9708,wh_002,2025-08-17,195,23,172,94,165,supp_005,2025-09-04,407.43
snap_006977,prod_1215,wh_002,2025-08-23,232,17,215,28,137,supp_004,2025-08-03,638.27
snap_006978,prod_8249,wh_003,2025-09-14,366,0,366,49,99,supp_001,2025-07-27,702.19
snap_006979,prod_8742,wh_003,2025-09-09,214,38,176,58,175,supp_003,2025-09-15,711.05
snap_006980,prod_3309,wh_003,2025-09-10,97,0,97,27,57,supp_005,2025-09-01,365.3
snap_006981,prod_1381,wh_004,2025-09-15,300,29,271,68,85,supp_002,2025-09-15,763.93
snap_006982,prod_1520,wh_001,2025-09-11,474,3,471,44,192,supp_001,2025-07-24,144.51
snap_006983,prod_8689,wh_002,2025-09-08,285,22,263,49,148,supp_004,2025-08-07,812.99
snap_006984,prod_2609,wh_005,2025-08-26,214,50,164,35,132,supp_001,2025-07-22,915.36
snap_006985,prod_8737,wh_001,2025-08-31,185,31,154,90,186,supp_003,2025-09-03,373.65
snap_006986,prod_6877,wh_005,2025-09-05,393,18,375,98,121,supp_001,2025-08-07,375.13
snap_006987,prod_1757,wh_001,2025-08-24,277,21,256,60,194,supp_004,2025-07-28,644.84
snap_006988,prod_4287,wh_005,2025-09-05,435,27,408,70,157,supp_001,2025-08-02,624.58
snap_006989,prod_1481,wh_003,2025-09-15,447,39,408,31,138,supp_001,2025-09-07,30.65
snap_006990,prod_1760,wh_002,2025-08-29,182,42,140,80,168,supp_005,2025-07-28,659.35
snap_006991,prod_9662,wh_003,2025-08-26,303,34,269,66,145,supp_005,2025-09-06,173.61
snap_006992,prod_8923,wh_002,2025-09-09,371,36,335,100,154,supp_005,2025-08-08,78.92
snap_006993,prod_8379,wh_004,2025-09-09,363,23,340,47,192,supp_001,2025-07-25,879.3
snap_006994,prod_3485,wh_001,2025-08-29,56,22,34,36,153,supp_002,2025-07-18,779.14
snap_006995,prod_2712,wh_003,2025-08-21,269,38,231,95,123,supp_002,2025-08-01,43.05
snap_006996,prod_2342,wh_002,2025-08-29,56,11,45,94,146,supp_003,2025-08-27,171.32
snap_006997,prod_7980,wh_005,2025-08-18,91,5,86,56,114,supp_001,2025-08-15,881.41
snap_006998,prod_5379,wh_002,2025-09-13,58,41,17,52,66,supp_004,2025-09-14,177.99
snap_006999,prod_5961,wh_002,2025-09-07,324,43,281,14,82,supp_001,2025-08-01,821.57
snap_007000,prod_3187,wh_005,2025-08-22,308,50,258,85,138,supp_002,2025-08-26,792.08
snap_007001,prod_6918,wh_005,2025-09-13,430,37,393,89,150,supp_005,2025-07-21,968.65
snap_007002,prod_4941,wh_004,2025-08-29,463,9,454,56,73,supp_001,2025-08-19,216.17
snap_007003,prod_2877,wh_005,2025-08-28,310,10,300,83,159,supp_004,2025-08-08,780.8
snap_007004,prod_4672,wh_002,2025-09-13,187,13,174,78,105,supp_001,2025-08-21,335.52
snap_007005,prod_2634,wh_005,2025-08-27,163,21,142,21,143,supp_003,2025-08-19,786.88
snap_007006,prod_1601,wh_003,2025-08-18,349,30,319,31,137,supp_002,2025-09-08,374.52
snap_007007,prod_2076,wh_002,2025-09-03,258,0,258,91,165,supp_002,2025-09-02,217.32
snap_007008,prod_8609,wh_003,2025-08-29,144,8,136,54,120,supp_002,2025-09-08,24.18
snap_007009,prod_7372,wh_002,2025-09-05,145,7,138,70,106,supp_002,2025-09-13,793.69
snap_007010,prod_3155,wh_003,2025-08-27,287,5,282,10,127,supp_003,2025-08-10,758.41
snap_007011,prod_7936,wh_004,2025-09-05,251,34,217,85,157,supp_003,2025-08-04,875.54
snap_007012,prod_1889,wh_005,2025-09-14,283,35,248,41,97,supp_002,2025-09-09,660.45
snap_007013,prod_6923,wh_005,2025-09-03,41,32,9,51,128,supp_005,2025-09-06,387.33
snap_007014,prod_7185,wh_002,2025-08-21,13,37,0,88,115,supp_003,2025-07-25,907.92
snap_007015,prod_9490,wh_003,2025-08-31,217,38,179,59,63,supp_001,2025-07-18,915.01
snap_007016,prod_8323,wh_002,2025-09-01,109,47,62,37,64,supp_001,2025-07-26,266.73
snap_007017,prod_4891,wh_001,2025-08-27,214,5,209,46,133,supp_001,2025-08-17,694.19
snap_007018,prod_7398,wh_003,2025-09-10,157,14,143,66,118,supp_005,2025-07-27,585.43
snap_007019,prod_6436,wh_003,2025-08-26,255,41,214,42,183,supp_001,2025-08-05,134.16
snap_007020,prod_5507,wh_002,2025-08-26,297,18,279,33,52,supp_002,2025-07-25,160.31
snap_007021,prod_1180,wh_002,2025-08-20,135,4,131,67,185,supp_001,2025-07-21,553.26
snap_007022,prod_4401,wh_005,2025-09-03,423,30,393,67,158,supp_004,2025-08-02,502.25
snap_007023,prod_7856,wh_003,2025-09-07,43,26,17,62,80,supp_003,2025-08-21,231.28
snap_007024,prod_5982,wh_002,2025-09-07,36,13,23,28,148,supp_005,2025-08-10,16.65
snap_007025,prod_3375,wh_004,2025-09-05,454,33,421,53,117,supp_004,2025-08-15,912.34
snap_007026,prod_9864,wh_003,2025-09-04,214,20,194,82,116,supp_001,2025-09-08,729.24
snap_007027,prod_1095,wh_002,2025-09-13,254,25,229,21,116,supp_002,2025-08-06,599.71
snap_007028,prod_5710,wh_001,2025-09-01,89,8,81,96,136,supp_003,2025-09-02,713.03
snap_007029,prod_9116,wh_002,2025-09-15,339,14,325,16,116,supp_004,2025-09-12,341.94
snap_007030,prod_4156,wh_005,2025-09-03,306,4,302,19,84,supp_001,2025-07-24,429.87
snap_007031,prod_7391,wh_003,2025-09-14,461,10,451,17,59,supp_002,2025-08-03,278.24
snap_007032,prod_9918,wh_005,2025-09-08,425,34,391,66,171,supp_003,2025-08-18,925.21
snap_007033,prod_9038,wh_001,2025-09-04,101,32,69,70,86,supp_003,2025-08-07,314.6
snap_007034,prod_6852,wh_005,2025-08-27,223,18,205,77,196,supp_003,2025-08-25,273.43
snap_007035,prod_6934,wh_005,2025-08-26,271,3,268,61,72,supp_001,2025-09-09,924.49
snap_007036,prod_2738,wh_004,2025-09-15,167,13,154,18,171,supp_001,2025-08-24,831.36
snap_007037,prod_3570,wh_005,2025-09-13,292,21,271,29,51,supp_002,2025-09-08,910.94
snap_007038,prod_4627,wh_003,2025-08-19,286,41,245,89,67,supp_002,2025-08-25,956.66
snap_007039,prod_4533,wh_003,2025-09-06,234,8,226,13,78,supp_003,2025-08-19,238.83
snap_007040,prod_7268,wh_003,2025-09-02,3,5,0,99,100,supp_004,2025-08-10,640.42
snap_007041,prod_1619,wh_003,2025-08-31,3,45,0,63,122,supp_004,2025-08-06,965.38
snap_007042,prod_7766,wh_004,2025-08-25,384,36,348,19,114,supp_005,2025-08-31,200.31
snap_007043,prod_6118,wh_004,2025-09-06,97,11,86,99,181,supp_002,2025-09-14,865.53
snap_007044,prod_2821,wh_004,2025-09-14,89,48,41,16,170,supp_004,2025-07-22,310.28
snap_007045,prod_3307,wh_003,2025-09-13,3,35,0,34,105,supp_005,2025-07-22,812.2
snap_007046,prod_2016,wh_005,2025-08-18,494,17,477,29,195,supp_004,2025-08-23,559.25
snap_007047,prod_3014,wh_004,2025-09-09,478,5,473,28,148,supp_004,2025-08-12,248.73
snap_007048,prod_3861,wh_003,2025-09-12,392,26,366,41,61,supp_002,2025-07-26,787.73
snap_007049,prod_1592,wh_003,2025-09-05,261,26,235,33,148,supp_001,2025-08-27,170.99
snap_007050,prod_5433,wh_005,2025-09-08,383,37,346,91,136,supp_004,2025-08-10,337.7
snap_007051,prod_4116,wh_005,2025-09-11,360,23,337,48,169,supp_003,2025-08-09,739.97
snap_007052,prod_6426,wh_001,2025-09-05,56,31,25,88,197,supp_004,2025-09-12,580.64
snap_007053,prod_9600,wh_002,2025-08-24,71,48,23,97,118,supp_004,2025-09-01,135.74
snap_007054,prod_7479,wh_004,2025-08-29,109,43,66,73,135,supp_004,2025-07-21,646.36
snap_007055,prod_8602,wh_005,2025-08-22,195,38,157,50,70,supp_005,2025-08-05,122.88
snap_007056,prod_4538,wh_004,2025-08-17,359,20,339,27,98,supp_002,2025-07-30,635.58
snap_007057,prod_3577,wh_002,2025-09-01,257,46,211,64,119,supp_003,2025-08-03,713.99
snap_007058,prod_4481,wh_003,2025-08-18,192,39,153,60,151,supp_004,2025-09-04,904.88
snap_007059,prod_8511,wh_001,2025-08-26,127,8,119,81,155,supp_004,2025-07-29,925.88
snap_007060,prod_1470,wh_004,2025-09-06,333,20,313,33,73,supp_001,2025-08-04,210.34
snap_007061,prod_6034,wh_005,2025-08-17,280,5,275,38,180,supp_001,2025-08-07,778.42
snap_007062,prod_1059,wh_001,2025-08-30,375,17,358,63,164,supp_001,2025-09-14,884.31
snap_007063,prod_1984,wh_004,2025-09-10,342,36,306,54,67,supp_001,2025-08-14,955.46
snap_007064,prod_9409,wh_003,2025-08-23,330,34,296,36,86,supp_002,2025-08-21,18.74
snap_007065,prod_5284,wh_004,2025-08-31,142,15,127,68,163,supp_001,2025-09-13,855.05
snap_007066,prod_5042,wh_004,2025-09-07,236,16,220,31,156,supp_005,2025-07-31,785.53
snap_007067,prod_2307,wh_001,2025-09-01,415,19,396,30,168,supp_003,2025-08-25,543.39
snap_007068,prod_9077,wh_003,2025-08-22,307,46,261,66,157,supp_001,2025-08-16,129.27
snap_007069,prod_2395,wh_001,2025-09-05,103,15,88,65,156,supp_005,2025-07-21,217.4
snap_007070,prod_6751,wh_001,2025-08-18,153,42,111,50,77,supp_004,2025-08-22,610.01
snap_007071,prod_2729,wh_002,2025-08-29,74,22,52,59,86,supp_002,2025-08-16,819.5
snap_007072,prod_2552,wh_004,2025-08-25,129,14,115,44,165,supp_004,2025-08-27,355.7
snap_007073,prod_6354,wh_004,2025-09-02,325,11,314,42,108,supp_002,2025-08-07,6.26
snap_007074,prod_4531,wh_004,2025-08-27,482,43,439,50,107,supp_001,2025-07-26,88.48
snap_007075,prod_4343,wh_005,2025-08-22,98,46,52,87,199,supp_005,2025-08-02,6.76
snap_007076,prod_4162,wh_002,2025-08-25,44,9,35,40,115,supp_003,2025-09-07,892.47
snap_007077,prod_8754,wh_001,2025-09-08,89,36,53,99,154,supp_003,2025-07-22,915.65
snap_007078,prod_9152,wh_003,2025-08-29,321,5,316,15,121,supp_002,2025-09-04,192.35
snap_007079,prod_5112,wh_005,2025-09-14,70,37,33,50,164,supp_002,2025-09-06,574.78
snap_007080,prod_8666,wh_001,2025-08-18,123,14,109,98,85,supp_005,2025-08-23,935.7
snap_007081,prod_7000,wh_002,2025-08-29,381,7,374,77,109,supp_003,2025-08-31,624.29
snap_007082,prod_1248,wh_004,2025-08-29,386,2,384,16,171,supp_001,2025-09-12,12.15
snap_007083,prod_3697,wh_005,2025-08-21,55,15,40,49,154,supp_001,2025-08-26,988.05
snap_007084,prod_7448,wh_005,2025-08-31,428,15,413,84,102,supp_002,2025-08-03,81.3
snap_007085,prod_3275,wh_005,2025-09-12,104,44,60,82,129,supp_001,2025-07-18,164.55
snap_007086,prod_1243,wh_002,2025-09-12,44,16,28,37,153,supp_002,2025-09-07,711.72
snap_007087,prod_3207,wh_001,2025-09-04,361,3,358,86,82,supp_005,2025-07-29,131.69
snap_007088,prod_9140,wh_004,2025-09-06,197,42,155,11,140,supp_002,2025-07-27,85.2
snap_007089,prod_1907,wh_002,2025-08-22,481,7,474,15,200,supp_003,2025-08-25,920.54
snap_007090,prod_9019,wh_002,2025-08-23,496,11,485,36,157,supp_003,2025-07-26,994.72
snap_007091,prod_3746,wh_005,2025-08-28,348,44,304,88,164,supp_002,2025-08-04,709.91
snap_007092,prod_5853,wh_001,2025-09-06,129,38,91,78,53,supp_002,2025-07-31,683.92
snap_007093,prod_7543,wh_001,2025-08-17,209,20,189,66,192,supp_005,2025-08-14,798.78
snap_007094,prod_8342,wh_001,2025-08-18,492,31,461,42,65,supp_002,2025-08-26,564.14
snap_007095,prod_3177,wh_004,2025-09-06,272,33,239,78,78,supp_004,2025-08-04,797.26
snap_007096,prod_9867,wh_005,2025-09-11,499,25,474,75,132,supp_003,2025-07-29,229.92
snap_007097,prod_5653,wh_002,2025-09-14,425,20,405,90,136,supp_005,2025-08-25,487.57
snap_007098,prod_3342,wh_004,2025-09-02,360,22,338,35,110,supp_003,2025-08-10,883.88
snap_007099,prod_8342,wh_005,2025-08-30,79,46,33,30,142,supp_003,2025-08-14,750.17
snap_007100,prod_8731,wh_001,2025-08-19,392,37,355,51,94,supp_002,2025-07-21,81.89
snap_007101,prod_1252,wh_004,2025-08-19,46,8,38,93,132,supp_003,2025-08-29,357.83
snap_007102,prod_3155,wh_005,2025-09-01,200,13,187,86,51,supp_004,2025-07-24,743.35
snap_007103,prod_4872,wh_003,2025-08-24,434,14,420,67,161,supp_001,2025-09-11,285.62
snap_007104,prod_8759,wh_004,2025-09-13,130,35,95,82,144,supp_001,2025-09-05,318.02
snap_007105,prod_2757,wh_001,2025-08-31,315,39,276,35,169,supp_004,2025-09-07,861.18
snap_007106,prod_3273,wh_004,2025-08-18,259,45,214,28,103,supp_001,2025-09-08,568.2
snap_007107,prod_2589,wh_004,2025-08-22,183,37,146,55,149,supp_004,2025-09-14,562.6
snap_007108,prod_2198,wh_001,2025-08-20,417,0,417,45,138,supp_004,2025-08-10,919.91
snap_007109,prod_1992,wh_001,2025-09-04,308,26,282,19,101,supp_005,2025-09-11,597.87
snap_007110,prod_7769,wh_004,2025-08-19,393,4,389,43,56,supp_004,2025-09-06,527.03
snap_007111,prod_7140,wh_002,2025-09-09,229,49,180,20,196,supp_003,2025-08-31,985.71
snap_007112,prod_4337,wh_003,2025-08-21,14,46,0,58,74,supp_003,2025-08-17,931.25
snap_007113,prod_5604,wh_001,2025-08-30,494,38,456,13,128,supp_005,2025-07-31,862.7
snap_007114,prod_2206,wh_002,2025-08-31,458,15,443,20,133,supp_003,2025-09-07,573.16
snap_007115,prod_1846,wh_005,2025-08-22,272,18,254,80,164,supp_005,2025-08-15,942.23
snap_007116,prod_4898,wh_004,2025-09-04,234,35,199,19,50,supp_001,2025-08-15,422.95
snap_007117,prod_5262,wh_002,2025-08-30,167,1,166,67,74,supp_003,2025-08-03,517.43
snap_007118,prod_3288,wh_005,2025-09-14,106,28,78,78,84,supp_001,2025-08-17,315.92
snap_007119,prod_1172,wh_003,2025-09-05,453,1,452,93,109,supp_004,2025-08-18,459.84
snap_007120,prod_8975,wh_005,2025-09-13,239,47,192,33,94,supp_001,2025-08-25,999.35
snap_007121,prod_5431,wh_002,2025-09-09,446,18,428,55,193,supp_001,2025-09-07,139.18
snap_007122,prod_8452,wh_001,2025-08-25,417,45,372,54,141,supp_004,2025-09-08,955.37
snap_007123,prod_3886,wh_001,2025-09-07,317,29,288,46,110,supp_004,2025-08-19,435.66
snap_007124,prod_8762,wh_004,2025-09-01,143,4,139,51,93,supp_003,2025-09-02,794.96
snap_007125,prod_7676,wh_002,2025-08-29,489,27,462,93,196,supp_003,2025-08-05,349.75
snap_007126,prod_3606,wh_003,2025-09-02,280,20,260,40,110,supp_003,2025-08-12,274.14
snap_007127,prod_8525,wh_001,2025-08-21,92,48,44,82,198,supp_004,2025-08-08,361.08
snap_007128,prod_8749,wh_002,2025-09-15,442,40,402,86,149,supp_005,2025-09-01,535.23
snap_007129,prod_5497,wh_003,2025-09-15,87,12,75,36,56,supp_003,2025-08-03,137.62
snap_007130,prod_5697,wh_005,2025-09-12,457,46,411,64,113,supp_004,2025-08-10,977.89
snap_007131,prod_2465,wh_004,2025-08-26,248,17,231,96,109,supp_004,2025-09-08,267.31
snap_007132,prod_7536,wh_004,2025-09-06,326,17,309,83,79,supp_004,2025-08-21,757.12
snap_007133,prod_8374,wh_002,2025-09-10,52,36,16,76,195,supp_004,2025-08-08,645.81
snap_007134,prod_2879,wh_005,2025-09-11,146,9,137,91,95,supp_005,2025-08-27,272.76
snap_007135,prod_4681,wh_005,2025-09-10,382,4,378,13,81,supp_002,2025-08-20,286.18
snap_007136,prod_1478,wh_004,2025-08-31,94,35,59,70,160,supp_004,2025-07-28,910.11
snap_007137,prod_3104,wh_001,2025-08-28,162,17,145,77,73,supp_001,2025-09-03,279.27
snap_007138,prod_6895,wh_002,2025-09-06,441,15,426,83,200,supp_005,2025-09-04,339.84
snap_007139,prod_9079,wh_001,2025-09-10,342,45,297,96,70,supp_004,2025-09-06,338.42
snap_007140,prod_4681,wh_005,2025-09-01,42,43,0,30,156,supp_002,2025-08-01,962.76
snap_007141,prod_4574,wh_003,2025-09-07,330,39,291,30,100,supp_005,2025-07-24,311.43
snap_007142,prod_9252,wh_003,2025-08-18,61,4,57,91,93,supp_002,2025-08-24,449.51
snap_007143,prod_8980,wh_003,2025-09-11,272,10,262,53,134,supp_005,2025-08-16,580.17
snap_007144,prod_3357,wh_001,2025-09-06,247,45,202,58,165,supp_003,2025-07-21,662.61
snap_007145,prod_3754,wh_003,2025-08-27,48,43,5,90,95,supp_003,2025-09-02,489.34
snap_007146,prod_4357,wh_002,2025-08-24,307,34,273,33,142,supp_005,2025-09-07,552.58
snap_007147,prod_1352,wh_005,2025-08-30,335,3,332,83,97,supp_004,2025-08-21,616.9
snap_007148,prod_2345,wh_002,2025-08-31,38,6,32,88,135,supp_005,2025-08-13,986.21
snap_007149,prod_4824,wh_002,2025-09-12,500,38,462,36,120,supp_001,2025-09-10,632.12
snap_007150,prod_7783,wh_001,2025-09-01,408,23,385,30,136,supp_004,2025-08-10,775.63
snap_007151,prod_3886,wh_005,2025-09-13,343,37,306,46,61,supp_002,2025-08-15,776.22
snap_007152,prod_7389,wh_003,2025-08-17,55,8,47,54,153,supp_004,2025-09-11,892.17
snap_007153,prod_2076,wh_001,2025-09-10,364,44,320,58,149,supp_002,2025-09-10,130.28
snap_007154,prod_8349,wh_003,2025-08-28,63,24,39,27,101,supp_002,2025-08-11,903.02
snap_007155,prod_6982,wh_001,2025-09-05,351,38,313,100,136,supp_003,2025-08-16,337.17
snap_007156,prod_4835,wh_002,2025-08-31,189,47,142,37,173,supp_005,2025-07-20,997.99
snap_007157,prod_6210,wh_001,2025-08-25,434,42,392,67,78,supp_004,2025-08-29,83.61
snap_007158,prod_1365,wh_004,2025-09-07,247,19,228,96,56,supp_005,2025-08-25,872.52
snap_007159,prod_1103,wh_005,2025-08-29,149,5,144,18,190,supp_002,2025-09-07,298.83
snap_007160,prod_9831,wh_003,2025-08-31,132,42,90,44,117,supp_002,2025-08-23,261.36
snap_007161,prod_9343,wh_001,2025-08-29,158,0,158,54,186,supp_002,2025-08-30,245.66
snap_007162,prod_4941,wh_005,2025-09-14,374,49,325,45,130,supp_003,2025-07-28,339.12
snap_007163,prod_4410,wh_002,2025-08-19,47,11,36,75,73,supp_001,2025-07-31,366.74
snap_007164,prod_5889,wh_003,2025-09-01,144,13,131,74,183,supp_002,2025-08-07,755.21
snap_007165,prod_7707,wh_005,2025-08-24,178,11,167,46,69,supp_001,2025-08-26,108.65
snap_007166,prod_9033,wh_005,2025-08-24,145,34,111,90,184,supp_002,2025-07-22,412.29
snap_007167,prod_3493,wh_003,2025-08-22,199,3,196,89,84,supp_003,2025-08-30,633.74
snap_007168,prod_5896,wh_001,2025-09-07,88,9,79,14,178,supp_003,2025-09-10,778.17
snap_007169,prod_5376,wh_005,2025-08-29,73,47,26,95,134,supp_004,2025-09-08,529.65
snap_007170,prod_9097,wh_004,2025-09-13,147,6,141,34,73,supp_004,2025-08-27,5.69
snap_007171,prod_4750,wh_004,2025-09-14,256,31,225,34,111,supp_002,2025-08-21,486.27
snap_007172,prod_8233,wh_004,2025-08-21,182,4,178,77,94,supp_004,2025-07-18,984.64
snap_007173,prod_9105,wh_004,2025-08-29,46,50,0,41,158,supp_005,2025-07-20,541.3
snap_007174,prod_7892,wh_003,2025-09-03,63,20,43,14,77,supp_001,2025-08-29,929.31
snap_007175,prod_9375,wh_004,2025-09-08,278,26,252,68,169,supp_002,2025-08-02,35.72
snap_007176,prod_2163,wh_005,2025-09-08,388,29,359,75,137,supp_002,2025-08-15,76.8
snap_007177,prod_6928,wh_003,2025-08-17,486,23,463,41,132,supp_004,2025-08-20,932.69
snap_007178,prod_9468,wh_004,2025-09-08,260,33,227,23,65,supp_001,2025-07-27,70.02
snap_007179,prod_1699,wh_005,2025-09-12,250,8,242,42,128,supp_002,2025-08-23,72.27
snap_007180,prod_8138,wh_003,2025-09-14,458,27,431,92,117,supp_001,2025-08-09,243.85
snap_007181,prod_5506,wh_001,2025-09-04,118,46,72,100,155,supp_003,2025-08-21,143.65
snap_007182,prod_9515,wh_003,2025-09-10,412,35,377,49,146,supp_003,2025-09-10,924.79
snap_007183,prod_2371,wh_003,2025-09-05,394,43,351,14,198,supp_005,2025-08-28,811.96
snap_007184,prod_3406,wh_003,2025-09-11,309,47,262,34,83,supp_003,2025-08-25,934.47
snap_007185,prod_7576,wh_003,2025-09-14,221,8,213,42,52,supp_005,2025-08-10,44.44
snap_007186,prod_8828,wh_003,2025-08-22,20,5,15,16,172,supp_001,2025-07-25,227.58
snap_007187,prod_8021,wh_005,2025-09-02,293,48,245,81,149,supp_005,2025-08-02,727.09
snap_007188,prod_5133,wh_002,2025-08-25,91,13,78,38,151,supp_003,2025-09-07,7.66
snap_007189,prod_9786,wh_002,2025-09-09,96,19,77,100,91,supp_005,2025-09-10,563.03
snap_007190,prod_6715,wh_001,2025-09-13,467,33,434,55,68,supp_001,2025-07-20,757.4
snap_007191,prod_4661,wh_005,2025-08-27,113,12,101,56,143,supp_002,2025-08-19,930.79
snap_007192,prod_1473,wh_001,2025-09-14,180,5,175,16,115,supp_001,2025-09-10,394.87
snap_007193,prod_9734,wh_005,2025-09-13,145,35,110,100,109,supp_004,2025-09-06,117.83
snap_007194,prod_3585,wh_002,2025-09-12,45,20,25,76,159,supp_002,2025-07-18,150.82
snap_007195,prod_3729,wh_005,2025-09-04,297,20,277,54,51,supp_005,2025-08-16,136.69
snap_007196,prod_2333,wh_004,2025-09-12,468,17,451,45,64,supp_001,2025-09-03,868.72
snap_007197,prod_2525,wh_004,2025-09-14,477,16,461,54,78,supp_001,2025-08-26,162.77
snap_007198,prod_5822,wh_003,2025-09-14,356,2,354,26,195,supp_001,2025-09-05,500.39
snap_007199,prod_4573,wh_005,2025-08-17,334,1,333,23,188,supp_002,2025-09-11,30.41
snap_007200,prod_8085,wh_004,2025-09-04,161,38,123,28,62,supp_005,2025-09-05,134.39
